calificacion,comentarios
,Sin contacto del cliente 
,Se envía SMS
,Se envía whatsapp
10.0,Solo califica sin comentarios 
6.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
8.0,Mejor calidad del producto/ el servicio y el personal 10 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,No contesta 
9.0,no tardar tanto en envíar presupuestos 
,No contesta 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,No contesta 
0.0,Se me hace absurdo que pague más de 14 mil pesos en un servicio y (PAQUETE PREMIUM) Y la unidad me la hayan entregado Demasiado sucia (Juan zarate )
,La llamada no puede ser completada como se marcó 
0.0,"No tiene comentarios pero es observación, no enviar mensajes de que el auto ya está listo si aún no lo pueden entregar "
10.0,La unidad quédó grasosa de los interiores (Luis Fernando)
,No contesta 
,No contesta 
,"No puede continuar con la llamada, está ocupado "
10.0,Solo califica sin comentarios 
,"No se escucha la llama, cliente cuelga "
,Usuario no disponible 
0.0,"Reporta golpes en carrocería, faro roto y vestiduras sucias "
6.0,Solo califica sin comentarios 
,Manda a buzón 
6.0,Solo califica sin comentarios 
,No contesta 
,Se envía whatsapp
,Numero equivocado 
10.0,Todo muy bien 
,No entra la llamada 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
9.0,Solo 9 no tiene comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Se envía whatsapp
,Manda a buzón 
10.0,Todo muy bien 
,Colgó 
,No contesta 
9.0,"Nada, todo bien "
,Se envía whatsapp
,No entra la llamada 
,Numero ocupado 
8.0,"Ya estaba en camino y le dijeron que la unidad aún no estaba lista, le entregaron despues de la hora acordada"
,No contesta 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Indica que es número equivocado 
,Se envía whatsapp
8.0,No hacer presupuestos tan inflados de reparaciones que además no urgen
,No contesta 
,Nuevos 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Todo muy bien 
10.0,Todo bien 
8.0,Tardaron en entregarle la unidad 
10.0,Solo califica sin comentarios 
,Manda a buzón 
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
10.0,"Todo bien en el servicio, tiene pendientes sus placas "
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Sin contacto del cliente
0.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,Sugiere agregar fotos de ras refacciones remmplazadas como prueba de que si le colocaron nuevas piezas 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Todo muy bien 
10.0,Solo califica sin comentarios 
,"No se encuentra, llamar más tarde "
10.0,Solo califica sin comentarios 
10.0,todo bien pero la mano de obra es muy cara 
10.0,Solo califica sin comentarios 
6.0,Solo califica sin comentarios 
,No contesta 
8.0,en su segunda visita todo mejoró y califica con10 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Todo bien 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Todo salió bien 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,No contesta 
8.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,No contesta 
,No contesta 
,Se envía whatsapp
8.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Muy recomendable el servicio sobre todo la atención del valet es muy cómodo enviar los autos así.
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
0.0,Nunca me contestaron el teléfono 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
8.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
8.0,por la noche ese mismo dia me empezo a fallar la dirección... una muy desafortunada coincidencia 😐 
,Se envía whatsapp
,Se envía whatsapp
8.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,"Tuvieron que regresar porque la unidad seguia sacando humo del escape, regresó al distribuidor y lo repararon  "
10.0,Solo califica sin comentarios 
10.0,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Todo estuvo en orden 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Todo bien 
10.0,Confirma calificación de 10 aunque le hes molesto que le llamen para hacer otra encuesta 
10.0,todo salio bien 
,No entra la llamada 
10.0,Solo califica sin comentarios 
10.0,Todo estuvo bien 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
6.0,reporta retrovisor roto 
,Se envía whatsapp
10.0,Todo estuvo  muy bien 
,Manda a buzón 
10.0,Solo califica sin comentarios 
10.0,Todo muy bien 
10.0,Todo estuvo muy bien 
10.0,Solo califica sin comentarios 
10.0,Todo perfecto 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
10.0,Todo bien 
10.0,todo bien 
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,No contesta 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,No contesta 
10.0,"Solo dejaría como observación que no sellaron mi póliza el día de mi servicio, me la sellaron el día de hoy.
Y respecto al lavado, es la segunda vez y no está bien lavado, además de que los asientos no los dejan como cuando ingresó la unidad (Admon. Lavador))"
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Todo muy bien 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,No contesta 
,"llamar mas tarde, se encuentra ocupada "
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,No contesta 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,No contesta 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,No contesta 
,Se envía whatsapp
,No contesta 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Indica que es número equivocado 
6.0,Le querían cobrar mas sin haber autorizado 
8.0,"El lavado de cortesía, pienso que debería ser mejor (Admon lavador)"
,Se envía whatsapp
,Se envía whatsapp
,No contesta 
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Todo muy bien 
,Se envía whatsapp
,llamar mas tarde
,No contesta 
10.0,Todo estuvo perfecto 
,No contesta 
,Sin contacto del cliente 
,Se envía whatsapp
10.0,Todo estuvo perfecto 
10.0,Todo estuvo muy bien 
,Se envía whatsapp
10.0,En el último servicio si los recomiendo Pero en el anterior del 05 de abril me quedo con una sensación de que no se le da el seguimiento adecuado
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,sin contacto del cliente 
6.0,"Mal trato por parte del personal, tardaron en recibir la unidad, el vehículo estaba sucio por dentro (Juan Zarate )"
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Todo estuvo perfecto 
,Se envía whatsapp
6.0,La unidad sigue en el distribuidor 
,Se envía whatsapp
,Se envía whatsapp
,Llamar el 04 de junio a medio día para verificar que todo haya estado en orden con la unidad 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
8.0,Solo califica sin comentarios 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
6.0,Comenta que lo atendieron tarde y le quisieron vender algo que no necesitab a
10.0,Todo está bien hasta el momento 
8.0,Solo califica sin comentarios 
0.0,Lo mensione en la encuesta de la.agencia
9.0,cajas mas eficientes y solicita factura 
8.0,No le mostraron el servicio realizado ni revisaron las cosas que reportó 
8.0,Comenta que tuvo inconveniente con el lavado que se realizó y ya lo reportó con alguien mas (Luis Fernando)
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
10,Todo estuvo en orden
10,todo estuvo excelente
9,excelente atencion
10,"Excelente por hoy,siempre son muy atentos y amables"
10,nada*
10,"Todo bien,todo perfecto"
10,todo bien
10,Toda esta perfecto
10,Muy buen servicio
10,todo bien
10,Ninguno
 , 
 , 
10,Sin comentarios
10,todo muy bien
 , 
 , 
10,Es muy linda  mi asesora
8,Ninguno
10,Muy buen servicio
10,Excelente
10,"El servicio todo bien,solo que no pudieron hacer mi estética interior"
9,Es muy repetitivo estar brindando nuestros datos y los costos está muy caro
10,Todo muy  bien
8,El tiempo de entrega respetarlo.y brindar mejor la información sobre lo que requiere unidad
10,"Ninguno,todo muy bien"
8,Tiempo de entrega muy largo
10,Todo es muy bueno
9,Un poco más de comunicacion
10,Muy agradecido por la atención de fernando y de todos
9,"todo muy bien como siempre, solo esta ocasion me entregaron mi unidad con un pequeño golpe."
9,nada*
5,"Mucho tiempo sin retroalimentacion por parte del asesor,amables pero no hay comunicacion"
9,nada*
9,todo bien*
9,sin comentarios*
10,ninguna
10,Muy buena atención
10,Buena atencion
10,ninguna
10,Todo estuvo bien
10,Buena atención
10,Siempre pido la primera cita y siempre llega tarde la persona que me atenderá
10,excelente
9,Esta bien la atención
10,todo bien
9,nada *
10,todo muy bien
10,todo bien
10,Ninguna
10,Excelente servicio
10,Todo en orden
10,Todo bastante bien
3,Ser más claro en la información de los costos y que deshabiliten las opciones de servicio ya que no lo dirigen a donde uno quiere
 , 
10,Excelente
10,todo bien
10,Excelente servicio
10,Ninguna
10,Todo excelente
7,Los precios son muy altos
10,Buena atención
8,Todo bien
10,Buen servicio
8,Ninguna
10,Excelente atención
9,todo bien
10,Excelente servicio
4,"La asistencia de mi asesor  buena,el tiempo del trabajo muy extenso"
10,Me cumplieron en tiempo y forma
9,todo bien
10,Todo bien
8,sin comentarios*
9,sin comentarios*
10,Todo bien
 , 
10,todo muy bien
9,nada *
9,nada *
10,Ninguna
 , 
9,ninguno
10,"Ninguna ,todo bien"
10,todo muy bien
9,Todo bien
9,nada*
10,Hacer una cita por teléfono es complicado
10,Todo bien
9,nada
10,Estuvo muy bien
8,Por qué no pasaron el escáner porque quieren más dinero con sus diagnosticos de 3 días
8,"Todo muy bien,solo más comunicación con el cliente"
9,ninguna
10,todo bien
10,todo bien
 , 
10,todo bien
10,Todo estuvo bien
10,Todo muy bien gracia
10,todo bien
10,todo bien
10,Atención increíble específica clara y supieron escuchar mis puntos del auto
9,"Todo está perfecto,solo los tiempos de entrega"
9,La entrega es muy tardada
 , 
9,nada*
10,Todo bien
8,nada*
9,nada*
 , 
7,"Todo bien con la asesora,solo que la entrega se demoró muchísimo"
10,Todo bien
 , 
1,Falta de comunicación para recoger unidad
10,Todo en orden
10,Muy buena atención y servicio
9,La atención mejoro muchísimo al cambio de personal
9,nada*
 , 
10,"El Sr arroyo muy profesional, cumplió en tiempo y forma"
6,"Muy mal servicio,nadie me atiende"
10,todo muy bien
10,todo bien
9,todo bien
9,todo bien
10,todo muy bien
1,El lavado de carrocería es horrible
10,nada
10,Muy buena su atención
10,Muy bueno y rápido
10,"Ninguna,todo bien"
9,todo bien*
10,Bien todo bien
9,bien*
9,nada*
9,nada*
9,nada*
9,sin comentaios*
9,sin comentarios*
9,nada*
8,sin comentarios
9,sin comentarios*
9,bien
9,todo bien
5,sin comentarios*
10,todo bien
 , 
 , 
9,"Todo bien,solo que  me entregaron unidad con un rayon"
9,nada*
8,Solo mayor comunicación y mayor compromiso con los tiempo de entrega
10,todo muy bien
9,nada*
10,Excelente servicio en todo
 , 
10,Muy bueno
 , 
9,sin comentarios*
 , 
 , 
9,bien
 , 
 , 
10,Todo perfecto
10,Buenísimo mi asesor Eduardo muy rápido
9,nada*
10,Su atención fue rápida
10,excelente
9,ninguno
10,Todo muy bien
8,"Todo bien,solo más rapidez en la entrega"
10,todo bien
9,me cambiaron horario de entrega pero todo bien
9,Ninguna
9,ninguno
9,todo bien
10,TODO BIEN
 , 
9,"La atención fue muy buena,solo lo que me están queriendo cobrar por los adicionales esta muy excesivo"
10,buena
 , 
9,sin comentarios*
10,En esta ocasión excelente
10,"Excelente trabajo, solo el tiempo de entrega"
10,"Muy bien, excelente"
 , 
 , 
9,Todo bien por el momento
10,Siempre es excelente
10,Excelente atención
 , 
 , 
 , 
 , 
 , 
 , 
8,fue tardia la entrega
9,buena
10,Bastante buena
10,buena
 , 
10,Mejora desde mi última vista
9,"Ninguna,todo bien"
10,"Todo muy bien,gracias"
9,todo bien
8,nada*
 , 
8,sin comentarios*
10,"Bien,todo bien"
 , 
9,sin comentario*
 , 
 , 
 , 
1,"Que sean más cumplidos, respondan y expliquen que tiene y que no tiene garantía"
9,Trabajo realizado *
 , 
10,Siempre ha sido muy rápido y amable mi asesor
10,Todo estuvo bien
9,nada*
10,ninguno
9,nada*
9,nada*
8,nada*
10,Todo bien
10,Trabajo realizado *
10,Bien hasta el momento
10,Excelente
9,sin comentaios*
10,Sin comentarios
9,nada *
 , 
8,nada*
10,Buenos precios
10,Excelente atencion
6,sin comentarios
10,Todo bien
9,todo bien
8,Mandarme las fotos de las reparaciones después de la autorización
9,bien*
10,"Ninguna,todo bien"
10,Todo muy bien
10,excelente servicio
10,todo bien
10,todo bien
10,todo bien
1,"Excesivo tiempo para cotización y reparación ,así como en el cobro 25 min para pagar. El asesor muy bien"
 , 
10,Me atendieron bien y fue rápido
 , 
10,La atención es muy buena son atentos y muy amables
10,Excelente servicio
10,todo muy bien
10,Todo bien
9,"Todo bien ,buena atención"
10,Muy buena la atención
9,sin comentarios*
10,Una atención muy buena muy atentos todos
10,"Excelente, cotización esta bien solo m.o muy alto"
10,Vamos bien
9,ninguno*
 , 
7,ninguna
9,nada*
10,Si me atendieron muy bien
5,"El servicio deja mucho que desear, es muy malo."
10,Todo bien
8,sin comentarios*
10,Todo bien
10,Execelente
9,"Todo muy bien ,es mi primer servicio todo en tiempo y forma"
9,nada*
 , 
10,Todo al 100
9,nada*
 , 
9,Lo único es que me llegó un msj de GM que la unidad no estaba lista cuando llame me dijeron que no
10,Todo bien
10,Excelente
10,"Mantenerse en contacto para saber como va el servicio, desinformación en llamada y WhatsApp"
9,La espera en el cajero
8,sin comentarios*
7,todo bien
10,Todo bien
9,nada*
10,No lo lavaron al  100% como le dijeron
10,Todo bien
10,Todo bien
 , 
10,Todo muy bien
10,Todo bien
9,todo bien*
10,Cita en linea
10,Todo bien
8,ninguna
9,Todo bien
6,No le contestan en servicio
10,Todo bien
10,Bien trabajado
10,Todo bien
10,todo bien
10,Todo bien
9,Más rapidez en el servicio
10,Ninguna
9,Sin comentarios
9,bien
10,Ninguna
9,todo bien
9,tood muy bien
 , 
10,Aguarda
 , 
9,sin comentarios*
 , 
 , 
10,Muy buena atención y servicio
10,Puntualidad con el servicio
 , 
10,Todo bien
6,"Servicio deja mucho que desear, no hay seguimiento, no va a regresar"
 , 
10,Todo muy bien y excelente atención
9,bien
10,"Todo bien ,puntualidad y velocidad"
10,Todo bien
9,sin comentarios*
8,Cuando hable me dijeron que tenia dos campañas y cuando vine  solo dijeron que una
10,Es buena
8,"Todo bien, el proceso es lento"
8,"Su asesor está desinformado, necesita más información de garantías."
10,Todo bien
10,Perfecto
 , 
 , 
9,todo bien
 , 
 , 
10,Todo bien
9,todo bien
9,Que sigan con el servicio.
10,"Esta bien, no hay quejas."
9,Buena
10,Todo bien
10,En
10,Sin comentarios
10,"Todo bien, en orden."
10,Excelente atención
10,Todo bien
10,Todo bien
8,El tiempo de espera es muy tardado
10,todo muy bien
10,La persona que lp buscó por WhatsApp no le comento sobre su campaña
10,"Todo bien, agradezco el servicio"
10,Excelente
10,todo bien
9,todo muy bien
9,todo bien
9,Todo bien
10,todo muy bien
 , 
10,"Todo bien, el tiempo de espera es el indicado."
10,Todo excelente
10,Muy buen servicio.
10,Todo bien
10,Los asesores siempre han sido muy agradables
10,Excelente servicio desde que llegue
10,"Todo bie, solo que no me gusto que me entregaran mojado el auto"
10,Todo bien
10,Buena
8,Sin comentarios
9,sin comentario*
9,sin comentarios*
 , 
 , 
 , 
9,nada*
10,Precios altos de focos
10,Precios altos
10,Muy buena atención
 , 
 , 
 , 
10,Todo muy bueno
9,no
9,todo bien*
9,"Tiempo de espera, fue más de hora y media esperando"
10,"No les dieron de lo que le hicieron, o como se encuentra su carro.  Más explícito."
9,bien
10,Sin comentarios
10,No hay lugar para estacionarse
10,Todo le han resuelto correctamente
9,nada*
 , 
9,nada
10,"Todo bien, menos un pago de cargos moratoria, no han hecho la devolución, ni me han dado respuesta."
9,nada*
10,Perfecto
9,nada*
10,Todo bien
 , 
 , 
 , 
 , 
 , 
 , 
9,nada
 , 
 , 
7,En el servicio no se le observo que requería cambio de balatas y no le fijaron que requería cambio de filtro
10,Esta muy caro
10,Todo bien
10,Todo bien
10,Todo bien
9,Mucho tiempo de espera
 , 
9,bien*
10,Todo bien por el momento
10,Todo excelente
9,nada*
 , 
 , 
 , 
 , 
8,sin comentarios*
10,"Todo bien, pero hoy fue tardada la entrega."
 , 
0,Costos excesivos
8,"Se tardan mucho en las entregas, hasta 2 horas ha esperado."
9,bien
2,sin comentarios
 , 
5,No me gusto que ni me podia comunicar con nadie
9,bien
8,Cajas es tardado
6,"Mala información, y al final otro precio, quieren cobrar más."
10,Todo bien
9,todo bien*
10,Todo bien
10,La caja es muy lenta
2,"La atención de la asesora fue pésima, el gerente me atendió bien hoy"
 , 
9,"Todo está bien, pero en caja es muy tardado o no tienen cambio."
10,"Esta bien todo menos caja, tardan mucho"
10,todo muy bien
10,"Todo bien, muy atento el asesor"
8,Sin comentarios
8,todo bien
10,"En caja es mucha espera, y no le mandaron cotización."
10,todo muy bien
8,Tardan las refacciones y es muy raro
10,Todo excelente
10,Todo bien hasta el momento
10,Es muy lenta la caja
10,Todo bien
 , 
 , 
10,Todo bien
10,"Agradecida por su atención, todo bien."
 , 
 , 
10,Muchos días para lo que le hicieron
10,todo bien
9,todo bien
9,sin comentarios*
9,extencion de horario en la recepcion como en la entrega
10,Tofo bien
10,Muy bien
10,Excelente servicio
10,"Se tardan mucho en llegar las refacciones, y afecta en el tiempo de entrega, en este caso fue de un mes."
 , 
10,Todo bien
 , 
 , 
 , 
5,"No quiso compartió los códigos el asesor, es ilógico si es su camioneta. No le dieron alternativas, le quedo un sabor de boca amargo."
 , 
10,todo bien
 , 
 , 
 , 
10,Todo bien
 , 
10,Todo bien
6,Cumpliendo en el horario de entrega
10,Todo bien
 , 
 , 
10,Debería de haber llamadas y mensajes desde temprano.
 , 
10,Precios alto
 , 
 , 
10,"Le gustaría que la atención en línea, se diera más información"
9,Todo bien
4,Amabilidad en cajas
9,Cajas son muy tardadas
 , 
 , 
10,En caja fue tardado
 , 
5,Cliente insatisfecho por golpe a su vehículo
,Se envía whatsapp
,No contesta 
,Manda a buzón 
,Se envía whatsapp
,Numero equivocado 
,no contesta 
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
,no contesta 
10.0,Solo califica sin comentarios
,No contesta 
,Se envía whatsapp
,No contesta 
,No contesta 
10.0,Todo muy bien 
,No contesta 
10.0,Solo califica sin comentarios
,No contesta 
10.0,Solo califica sin comentarios
,No le hicieron nada a la unidad 
10.0,Solo califica sin comentarios
6.0,Tenía la cita a las 13:30 y me atendieron a las15:30 Pedí una foto de dónde quitaron un fusible quedaron en mandarla en unos minutos y todavía no lo hacen
,No contesta 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
9.0,Seguir mejorando 
6.0,Ya es el 3er servicio y siempre me quedan mal con el envío de mi factura Y el XML. 
,Se envía whatsapp
10.0,Pendiente por entrega de placas 
,Se envía whatsapp
,Se envía whatsapp
,Manda a buzón 
,Contesta y cuelga 
10.0,Todo muy bien 
10.0,Solo califica sin comentarios
,Se envía whatsapp
,No contesta 
,Se envía whatsapp
6.0,Reporta rayones en la unidad 
10.0,Solo califica sin comentarios
,Se envía whatsapp
10.0,Solo califica sin comentarios
,No contesta 
10.0,Solo califica sin comentarios
10.0,Todo en orden con la unidad 
10.0,Solo califica sin comentarios
,No contesta 
,cuelga
10.0,Todo muy bien 
,Se envía whatsapp
,Se envía whatsapp
6.0, 6 meses para que no dieran una refacción qué se pagó de CONTADO y no hubo ni una disculpa o compensación. El gerente por lo mismo entonces es peor! En serio el trato es deplorable
,Se envía whatsapp
,Sin contacto del cliente 
,Cuelga
,Se envía whatsapp
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
7.0,Solo califica sin comentarios
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,"llamar mas tarde, no se encuenta "
,Se envía whatsapp
,No contesta 
,Cuelga
,Numero equivocado 
,Se envía whatsapp
,No contesta 
6.0,Solo califica sin comentarios
,Se envía whatsapp
,No contesta 
8.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
,No contesta 
,Numero equivocado 
,Le hes molesto recibir tantas encuestas 
,Numero equivocado 
,Sin contacto del cliente 
10.0,5CM
,Se envía whatsapp
,No contesta 
,No contesta 
10.0,Solo califica sin comentarios
,Se envía whatsapp
,No contesta / 5cm 
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
,no contesta 
10.0,todo muy bien 
,No contesta 
,no contesta 
10.0,todo muy bien solo no le sellaron la póliza 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios
,Colgó
,no contesta 
,No contesta 
10.0,tiene encendido el testigo de los neumáticos 
10.0,Solo califica sin comentarios/ 5CM
10.0,"Todo estuvo muy bien, el proceso fue rápido y agendar la cita fue muy sencillo "
10.0,Todo bien 
10.0,Solo califica sin comentarios
,No contesta 
6.0,Solo califica sin comentarios/ 1CM
10.0,Todo bien/ correo incorrecto 
,No contesta 
6.0,Solo califica sin comentarios
,Numero equivocado 
10.0,Solo califica sin comentarios
10.0,Confirma calificación 
,No contesta 
,No contesta 
,Se envía whatsapp/ 4CM/ NO CONTESTA 
,Se envía whatsapp/ NO CONTESTA 
,Se envía whatsapp/ NO CONTESTA 
,"LLAMAR MAS TARDE, ESTA EN JUNTA"
10.0,Solo califica sin comentarios
9.0,Todo bien 
10.0,Solo califica sin comentarios
,NO CONTESTA 
8.0,NO LE INDICARON SUS ADICIONALES
9.0,NO LE INDICARON SUS ADICIONALES/ 
10.0,Todo bien/ 5CM
,NO CONTESTA 
6.0,LA UNIDAD INGRESO CON EL CHECK ENCENDIDO Y SE LA ENTREGARON IGUAL 
,Se envía whatsapp
8.0,"Hasta ahora todo bien, la atención, los tiempos"
,NO CONTESTA 
10.0,Solo califica sin comentarios 
,NO CONTESTA 
,Sin contacto del cliente 
,Se envía SMS/ CUELGA 
7.0,Precios 
10.0,TODO BIEN 
10.0,Solo califica sin comentarios
10.0,Todo bien 
,Se envía whatsapp/ NO CONTESTA 
,Se envía whatsapp
10.0,Solo califica sin comentarios
8.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
,Se envía whatsapp/ 5CM/ NO CONTESTA 
6.0,NO LE HICIERON NADA A ALA UNIDAD Y NO LE EXPLICARON POR QUE TENIA QUE QUITARLE LOS SENSORES 
,Se envía whatsapp/ NO CONTESTA 
,NO CONTESTA
,NO CONTESTA 
,NO CONTESTA 
,NO CONTESTA 
, 5CM/ NO CONTESTA 
,NO CONTESTA 
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios/ 5CM
,NO CONTESTA 
10.0,Solo califica sin comentarios
,Sin contacto del cliente 
10.0,Solo califica sin comentarios/ 5CM
,NO CONTESTA 
10.0,Solo califica sin comentarios
,COLGÓ
8.0,5CM/ PRESENTA UN RUIDO SOLICITA AGENDAR CITA 
,Se envía SMS
10.0,Solo califica sin comentarios
,Se envía whatsapp/ 5CM
,Se envía whatsapp
10.0,Solo califica sin comentarios/ 1CM
7.0,Solo califica sin comentarios
,NO CONTESTA 
,NO CONTESTA 
10.0,TODO EN ORDEN
6.0,Solo califica sin comentarios
,Se envía whatsapp/ 5CM/ NUMERO EQUIVOCADO
,Sin contacto del cliente 
,NO CONTESTA 
